Year,NOC,Sex,Sport,Bronze,Gold,Silver,participates
2012,JPN,M,Canoeing,0,0,0,5
2016,JPN,M,Canoeing,1,0,0,4
2020,JPN,M,Canoeing,0,0,0,7
2024,JPN,M,Canoeing,0,0,0,2
1952,JPN,M,Cycling,0,0,0,4
1956,JPN,M,Cycling,0,0,0,1
1960,JPN,M,Cycling,0,0,0,5
1964,JPN,M,Cycling,0,0,0,15
1968,JPN,M,Cycling,0,0,0,1
1972,JPN,M,Cycling,0,0,0,3
1976,JPN,M,Cycling,0,0,0,5
1984,JPN,M,Cycling,1,0,0,8
1988,JPN,M,Cycling,0,0,0,9
1992,JPN,M,Cycling,0,0,0,9
1996,JPN,M,Cycling,1,0,0,6
2000,JPN,M,Cycling,0,0,0,7
2004,JPN,M,Cycling,0,0,1,7
2008,JPN,M,Cycling,1,0,0,10
2012,JPN,M,Cycling,0,0,0,6
2016,JPN,M,Cycling,0,0,0,8
2020,JPN,M,Cycling,0,0,0,8
2024,JPN,M,Cycling,0,0,0,10
1920,JPN,M,Diving,0,0,0,1
1928,JPN,M,Diving,0,0,0,1
1932,JPN,M,Diving,0,0,0,3
1936,JPN,M,Diving,0,0,0,2
1952,JPN,M,Diving,0,0,0,1
1956,JPN,M,Diving,0,0,0,2
1960,JPN,M,Diving,0,0,0,3
1964,JPN,M,Diving,0,0,0,5
1968,JPN,M,Diving,0,0,0,3
1972,JPN,M,Diving,0,0,0,1
1976,JPN,M,Diving,0,0,0,1
1984,JPN,M,Diving,0,0,0,2
1988,JPN,M,Diving,0,0,0,2
1992,JPN,M,Diving,0,0,0,2
1996,JPN,M,Diving,0,0,0,2
2000,JPN,M,Diving,0,0,0,1
2004,JPN,M,Diving,0,0,0,1
2008,JPN,M,Diving,0,0,0,1
2016,JPN,M,Diving,0,0,0,2
2020,JPN,M,Diving,0,0,0,6
2024,JPN,M,Diving,0,0,1,2
1928,JPN,M,Equestrianism,0,0,0,4
1932,JPN,M,Equestrianism,0,1,0,5
1936,JPN,M,Equestrianism,0,0,0,4
1952,JPN,M,Equestrianism,0,0,0,1
1956,JPN,M,Equestrianism,0,0,0,2
1960,JPN,M,Equestrianism,0,0,0,3
1964,JPN,M,Equestrianism,0,0,0,9
1968,JPN,M,Equestrianism,0,0,0,4
1972,JPN,M,Equestrianism,0,0,0,4
1976,JPN,M,Equestrianism,0,0,0,7
1984,JPN,M,Equestrianism,0,0,0,6
1988,JPN,M,Equestrianism,0,0,0,8
1992,JPN,M,Equestrianism,0,0,0,9
1996,JPN,M,Equestrianism,0,0,0,9
2000,JPN,M,Equestrianism,0,0,0,8
2004,JPN,M,Equestrianism,0,0,0,3
2008,JPN,M,Equestrianism,0,0,0,4
2012,JPN,M,Equestrianism,0,0,0,7
2016,JPN,M,Equestrianism,0,0,0,7
2020,JPN,M,Equestrianism,0,0,0,12
2024,JPN,M,Equestrianism,1,0,0,8
1952,JPN,M,Fencing,0,0,0,1
1956,JPN,M,Fencing,0,0,0,1
1960,JPN,M,Fencing,0,0,0,5
1964,JPN,M,Fencing,0,0,0,11
1968,JPN,M,Fencing,0,0,0,5
1972,JPN,M,Fencing,0,0,0,5
1976,JPN,M,Fencing,0,0,0,4
1984,JPN,M,Fencing,0,0,0,5
1988,JPN,M,Fencing,0,0,0,5
1992,JPN,M,Fencing,0,0,0,5
1996,JPN,M,Fencing,0,0,0,1
2000,JPN,M,Fencing,0,0,0,2
2004,JPN,M,Fencing,0,0,0,2
2008,JPN,M,Fencing,0,0,1,4
2012,JPN,M,Fencing,0,0,1,4
2016,JPN,M,Fencing,0,0,0,3
2020,JPN,M,Fencing,0,1,0,12
2024,JPN,M,Fencing,0,2,1,9
1936,JPN,M,Football,0,0,0,12
1956,JPN,M,Football,0,0,0,11
1964,JPN,M,Football,0,0,0,13
1968,JPN,M,Football,1,0,0,16
1996,JPN,M,Football,0,0,0,17
2000,JPN,M,Football,0,0,0,16
2004,JPN,M,Football,0,0,0,17
2008,JPN,M,Football,0,0,0,17
2012,JPN,M,Football,0,0,0,17
2016,JPN,M,Football,0,0,0,17
2020,JPN,M,Football,0,0,0,22
2024,JPN,M,Football,0,0,0,21
2016,JPN,M,Golf,0,0,0,2
2020,JPN,M,Golf,0,0,0,2
2024,JPN,M,Golf,1,0,0,2
1932,JPN,M,Gymnastics,0,0,0,6
1936,JPN,M,Gymnastics,0,0,0,8
1952,JPN,M,Gymnastics,1,0,2,5
1956,JPN,M,Gymnastics,3,1,5,6
1960,JPN,M,Gymnastics,3,4,2,6
1964,JPN,M,Gymnastics,0,5,4,6
1968,JPN,M,Gymnastics,4,6,2,6
1972,JPN,M,Gymnastics,6,5,5,6
1976,JPN,M,Gymnastics,3,3,4,6
1984,JPN,M,Gymnastics,3,3,2,6
1988,JPN,M,Gymnastics,2,0,0,6
1992,JPN,M,Gymnastics,2,0,1,6
1996,JPN,M,Gymnastics,0,0,0,6
2000,JPN,M,Gymnastics,0,0,0,7
2004,JPN,M,Gymnastics,2,1,1,6
2008,JPN,M,Gymnastics,0,0,2,8
2012,JPN,M,Gymnastics,0,1,2,7
2016,JPN,M,Gymnastics,1,2,0,7
2020,JPN,M,Gymnastics,1,2,1,8
2024,JPN,M,Gymnastics,1,3,0,6
1972,JPN,M,Handball,0,0,0,12
1976,JPN,M,Handball,0,0,0,12
1984,JPN,M,Handball,0,0,0,15
1988,JPN,M,Handball,0,0,0,15
2020,JPN,M,Handball,0,0,0,15
2024,JPN,M,Handball,0,0,0,14
1932,JPN,M,Hockey,0,0,1,11
1936,JPN,M,Hockey,0,0,0,11
1960,JPN,M,Hockey,0,0,0,14
1964,JPN,M,Hockey,0,0,0,13
1968,JPN,M,Hockey,0,0,0,14
2020,JPN,M,Hockey,0,0,0,18
1964,JPN,M,Judo,0,3,1,4
1972,JPN,M,Judo,1,3,0,6
1976,JPN,M,Judo,1,3,1,6
1984,JPN,M,Judo,1,4,0,8
1988,JPN,M,Judo,3,1,0,7
1992,JPN,M,Judo,2,2,1,7
1996,JPN,M,Judo,0,2,2,7
2000,JPN,M,Judo,0,3,1,7
2004,JPN,M,Judo,0,3,1,7
2008,JPN,M,Judo,0,2,0,7
2012,JPN,M,Judo,2,0,2,7
2016,JPN,M,Judo,4,2,1,7
2020,JPN,M,Judo,0,5,1,7
2024,JPN,M,Judo,2,2,1,7
2020,JPN,M,Karate,1,1,0,4
1960,JPN,M,Modern Pentathlon,0,0,0,2
1964,JPN,M,Modern Pentathlon,0,0,0,3
1968,JPN,M,Modern Pentathlon,0,0,0,3
1972,JPN,M,Modern Pentathlon,0,0,0,3
1976,JPN,M,Modern Pentathlon,0,0,0,3
1984,JPN,M,Modern Pentathlon,0,0,0,3
1988,JPN,M,Modern Pentathlon,0,0,0,3
1992,JPN,M,Modern Pentathlon,0,0,0,1
2008,JPN,M,Modern Pentathlon,0,0,0,1
2012,JPN,M,Modern Pentathlon,0,0,0,1
2016,JPN,M,Modern Pentathlon,0,0,0,2
2020,JPN,M,Modern Pentathlon,0,0,0,1
2024,JPN,M,Modern Pentathlon,0,0,1,1
1928,JPN,M,Rowing,0,0,0,6
1932,JPN,M,Rowing,0,0,0,14
1936,JPN,M,Rowing,0,0,0,16
1952,JPN,M,Rowing,0,0,0,5
1956,JPN,M,Rowing,0,0,0,9
1960,JPN,M,Rowing,0,0,0,14
1964,JPN,M,Rowing,0,0,0,26
1968,JPN,M,Rowing,0,0,0,10
1972,JPN,M,Rowing,0,0,0,3
1976,JPN,M,Rowing,0,0,0,9
1984,JPN,M,Rowing,0,0,0,6
1988,JPN,M,Rowing,0,0,0,12
1992,JPN,M,Rowing,0,0,0,11
1996,JPN,M,Rowing,0,0,0,9
2000,JPN,M,Rowing,0,0,0,6
2004,JPN,M,Rowing,0,0,0,2
2008,JPN,M,Rowing,0,0,0,2
2012,JPN,M,Rowing,0,0,0,2
2016,JPN,M,Rowing,0,0,0,2
2020,JPN,M,Rowing,0,0,0,1
2024,JPN,M,Rowing,0,0,0,3
2016,JPN,M,Rugby,0,0,0,12
2020,JPN,M,Rugby,0,0,0,13
2024,JPN,M,Rugby,0,0,0,13
1936,JPN,M,Sailing,0,0,0,3
1952,JPN,M,Sailing,0,0,0,1
1960,JPN,M,Sailing,0,0,0,6
1964,JPN,M,Sailing,0,0,0,11
1972,JPN,M,Sailing,0,0,0,3
1976,JPN,M,Sailing,0,0,0,5
1984,JPN,M,Sailing,0,0,0,8
1988,JPN,M,Sailing,0,0,0,11
1992,JPN,M,Sailing,0,0,0,5
1996,JPN,M,Sailing,0,0,0,6
2000,JPN,M,Sailing,0,0,0,6
2004,JPN,M,Sailing,1,0,0,6
2008,JPN,M,Sailing,0,0,0,6
2012,JPN,M,Sailing,0,0,0,5
2016,JPN,M,Sailing,0,0,0,5
2020,JPN,M,Sailing,0,0,0,8
2024,JPN,M,Sailing,0,0,1,3
1952,JPN,M,Shooting,0,0,0,1
1956,JPN,M,Shooting,0,0,0,6
1960,JPN,M,Shooting,1,0,0,8
1964,JPN,M,Shooting,1,0,0,10
1968,JPN,M,Shooting,0,0,0,6
1972,JPN,M,Shooting,0,0,0,6
1976,JPN,M,Shooting,0,0,0,11
1984,JPN,M,Shooting,0,1,0,12
1988,JPN,M,Shooting,0,0,0,9
1992,JPN,M,Shooting,1,0,1,8
1996,JPN,M,Shooting,0,0,0,5
2000,JPN,M,Shooting,0,0,0,4
2004,JPN,M,Shooting,0,0,0,3
2008,JPN,M,Shooting,0,0,0,3
2012,JPN,M,Shooting,0,0,0,2
2016,JPN,M,Shooting,0,0,0,5
2020,JPN,M,Shooting,0,0,0,6
2024,JPN,M,Shooting,0,0,0,2
2020,JPN,M,Skateboarding,0,1,0,4
2024,JPN,M,Skateboarding,0,1,0,4
2020,JPN,M,Sport Climbing,0,0,0,2
2024,JPN,M,Sport Climbing,0,0,1,2
2020,JPN,M,Surfing,0,0,1,2
2024,JPN,M,Surfing,0,0,0,3
1920,JPN,M,Swimming,0,0,0,2
1924,JPN,M,Swimming,0,0,0,6
1928,JPN,M,Swimming,1,1,1,10
1932,JPN,M,Swimming,2,5,4,17
1936,JPN,M,Swimming,5,3,2,15
1952,JPN,M,Swimming,0,0,3,15
1956,JPN,M,Swimming,0,1,4,14
1960,JPN,M,Swimming,1,0,3,14
1964,JPN,M,Swimming,1,0,0,24
1968,JPN,M,Swimming,0,0,0,11
1972,JPN,M,Swimming,1,1,0,4
1976,JPN,M,Swimming,0,0,0,7
1984,JPN,M,Swimming,0,0,0,10
1988,JPN,M,Swimming,0,1,0,12
1992,JPN,M,Swimming,0,0,0,12
1996,JPN,M,Swimming,0,0,0,13
2000,JPN,M,Swimming,0,0,0,9
2004,JPN,M,Swimming,2,2,1,9
2008,JPN,M,Swimming,2,2,0,16
2012,JPN,M,Swimming,4,0,2,14
2016,JPN,M,Swimming,2,1,2,18
2020,JPN,M,Swimming,0,0,1,18
2024,JPN,M,Swimming,0,0,1,15
1988,JPN,M,Table Tennis,0,0,0,4
1992,JPN,M,Table Tennis,0,0,0,4
1996,JPN,M,Table Tennis,0,0,0,4
2000,JPN,M,Table Tennis,0,0,0,4
2004,JPN,M,Table Tennis,0,0,0,5
2008,JPN,M,Table Tennis,0,0,0,3
2012,JPN,M,Table Tennis,0,0,0,3
2016,JPN,M,Table Tennis,1,0,1,3
2020,JPN,M,Table Tennis,1,0,0,3
2024,JPN,M,Table Tennis,0,0,0,3
2000,JPN,M,Taekwondo,0,0,0,1
2020,JPN,M,Taekwondo,0,0,0,2
1920,JPN,M,Tennis,0,0,2,2
1924,JPN,M,Tennis,0,0,0,4
1988,JPN,M,Tennis,0,0,0,2
1992,JPN,M,Tennis,0,0,0,1
1996,JPN,M,Tennis,0,0,0,3
2000,JPN,M,Tennis,0,0,0,2
2008,JPN,M,Tennis,0,0,0,1
2012,JPN,M,Tennis,0,0,0,3
2016,JPN,M,Tennis,1,0,0,3
2020,JPN,M,Tennis,0,0,0,5
2024,JPN,M,Tennis,0,0,0,2
2000,JPN,M,Triathlon,0,0,0,3
2004,JPN,M,Triathlon,0,0,0,2
2008,JPN,M,Triathlon,0,0,0,2
2012,JPN,M,Triathlon,0,0,0,2
2016,JPN,M,Triathlon,0,0,0,1
2020,JPN,M,Triathlon,0,0,0,2
2024,JPN,M,Triathlon,0,0,0,2
1964,JPN,M,Volleyball,1,0,0,9
1968,JPN,M,Volleyball,0,0,1,11
1972,JPN,M,Volleyball,0,1,0,12
1976,JPN,M,Volleyball,0,0,0,12
1984,JPN,M,Volleyball,0,0,0,12
1988,JPN,M,Volleyball,0,0,0,12
1992,JPN,M,Volleyball,0,0,0,12
1996,JPN,M,Volleyball,0,0,0,2
2008,JPN,M,Volleyball,0,0,0,14
2012,JPN,M,Volleyball,0,0,0,2
2020,JPN,M,Volleyball,0,0,0,14
2024,JPN,M,Volleyball,0,0,0,13
1932,JPN,M,Water Polo,0,0,0,8
1936,JPN,M,Water Polo,0,0,0,8
1960,JPN,M,Water Polo,0,0,0,7
1964,JPN,M,Water Polo,0,0,0,8
1968,JPN,M,Water Polo,0,0,0,9
1972,JPN,M,Water Polo,0,0,0,11
1984,JPN,M,Water Polo,0,0,0,13
2016,JPN,M,Water Polo,0,0,0,12
2020,JPN,M,Water Polo,0,0,0,13
2024,JPN,M,Water Polo,0,0,0,13
1952,JPN,M,Weightlifting,0,0,0,1
1956,JPN,M,Weightlifting,0,0,0,5
1960,JPN,M,Weightlifting,0,0,1,7
1964,JPN,M,Weightlifting,2,1,0,7
1968,JPN,M,Weightlifting,1,1,1,7
1972,JPN,M,Weightlifting,0,0,0,9
1976,JPN,M,Weightlifting,2,0,0,9
1984,JPN,M,Weightlifting,3,0,0,9
1988,JPN,M,Weightlifting,0,0,0,10
1992,JPN,M,Weightlifting,0,0,0,10
1996,JPN,M,Weightlifting,0,0,0,7
2000,JPN,M,Weightlifting,0,0,0,5
2004,JPN,M,Weightlifting,0,0,0,3
2008,JPN,M,Weightlifting,0,0,0,3
2012,JPN,M,Weightlifting,0,0,0,1
2016,JPN,M,Weightlifting,0,0,0,3
2020,JPN,M,Weightlifting,0,0,0,4
2024,JPN,M,Weightlifting,0,0,0,2
1924,JPN,M,Wrestling,1,0,0,1
1928,JPN,M,Wrestling,0,0,0,1
1932,JPN,M,Wrestling,0,0,0,7
1936,JPN,M,Wrestling,0,0,0,5
1952,JPN,M,Wrestling,0,1,1,5
1956,JPN,M,Wrestling,0,2,1,8
1960,JPN,M,Wrestling,0,0,1,16
1964,JPN,M,Wrestling,1,5,0,16
1968,JPN,M,Wrestling,0,4,1,15
1972,JPN,M,Wrestling,0,2,2,20
1976,JPN,M,Wrestling,4,2,0,20
1984,JPN,M,Wrestling,2,2,5,20
1988,JPN,M,Wrestling,0,2,2,20
1992,JPN,M,Wrestling,1,0,0,16
1996,JPN,M,Wrestling,1,0,0,12
2000,JPN,M,Wrestling,0,0,1,8
2004,JPN,M,Wrestling,2,0,0,9
2008,JPN,M,Wrestling,1,0,1,6
2012,JPN,M,Wrestling,2,1,0,9
2016,JPN,M,Wrestling,0,0,2,4
2020,JPN,M,Wrestling,1,1,1,6
2024,JPN,M,Wrestling,0,4,1,7
1996,KAZ,F,Archery,0,0,0,3
2000,KAZ,F,Archery,0,0,0,1
2004,KAZ,F,Archery,0,0,0,2
2008,KAZ,F,Archery,0,0,0,1
2012,KAZ,F,Archery,0,0,0,1
2016,KAZ,F,Archery,0,0,0,1
1996,KAZ,F,Athletics,0,0,0,11
2000,KAZ,F,Athletics,0,1,0,16
2004,KAZ,F,Athletics,0,0,0,12
2008,KAZ,F,Athletics,0,0,0,12
2012,KAZ,F,Athletics,0,1,0,14
2016,KAZ,F,Athletics,1,0,0,17
2020,KAZ,F,Athletics,0,0,0,8
2024,KAZ,F,Athletics,0,0,0,6
2012,KAZ,F,Boxing,1,0,0,2
2016,KAZ,F,Boxing,1,0,0,2
2020,KAZ,F,Boxing,0,0,0,1
2024,KAZ,F,Boxing,1,0,0,3
2004,KAZ,F,Canoeing,0,0,0,2
2008,KAZ,F,Canoeing,0,0,0,1
2012,KAZ,F,Canoeing,0,0,0,1
2016,KAZ,F,Canoeing,0,0,0,5
2020,KAZ,F,Canoeing,0,0,0,4
2024,KAZ,F,Canoeing,0,0,0,2
1996,KAZ,F,Cycling,0,0,0,1
2008,KAZ,F,Cycling,0,0,0,1
1996,KAZ,F,Diving,0,0,0,3
2000,KAZ,F,Diving,0,0,0,3
2000,KAZ,F,Fencing,0,0,0,2
2012,KAZ,F,Fencing,0,0,0,1
2024,KAZ,F,Fencing,0,0,0,1
1996,KAZ,F,Gymnastics,0,0,0,1
2000,KAZ,F,Gymnastics,0,0,0,1
2004,KAZ,F,Gymnastics,0,0,0,1
2008,KAZ,F,Gymnastics,0,0,0,1
2012,KAZ,F,Gymnastics,0,0,0,2
2016,KAZ,F,Gymnastics,0,0,0,1
2020,KAZ,F,Gymnastics,0,0,0,1
2024,KAZ,F,Gymnastics,0,0,0,1
2008,KAZ,F,Handball,0,0,0,14
1996,KAZ,F,Judo,0,0,0,2
2000,KAZ,F,Judo,0,0,0,1
2004,KAZ,F,Judo,0,0,0,3
2008,KAZ,F,Judo,0,0,0,6
2012,KAZ,F,Judo,0,0,0,2
2016,KAZ,F,Judo,1,0,0,2
2020,KAZ,F,Judo,0,0,0,1
2024,KAZ,F,Judo,0,0,0,3
2020,KAZ,F,Karate,1,0,0,2
2004,KAZ,F,Modern Pentathlon,0,0,0,2
2008,KAZ,F,Modern Pentathlon,0,0,0,2
2016,KAZ,F,Modern Pentathlon,0,0,0,1
2020,KAZ,F,Modern Pentathlon,0,0,0,1
2024,KAZ,F,Modern Pentathlon,0,0,0,1
2008,KAZ,F,Rowing,0,0,0,3
2012,KAZ,F,Rowing,0,0,0,1
2016,KAZ,F,Rowing,0,0,0,1
1996,KAZ,F,Shooting,0,0,0,2
2000,KAZ,F,Shooting,0,0,0,3
2004,KAZ,F,Shooting,0,0,0,2
2008,KAZ,F,Shooting,0,0,0,3
2012,KAZ,F,Shooting,0,0,0,2
2016,KAZ,F,Shooting,0,0,0,2
2020,KAZ,F,Shooting,0,0,0,2
2024,KAZ,F,Shooting,1,0,0,5
1996,KAZ,F,Swimming,0,0,0,1
2000,KAZ,F,Swimming,0,0,0,1
2004,KAZ,F,Swimming,0,0,0,4
2008,KAZ,F,Swimming,0,0,0,3
2012,KAZ,F,Swimming,0,0,0,1
2016,KAZ,F,Swimming,0,0,0,1
2020,KAZ,F,Swimming,0,0,0,1
2024,KAZ,F,Swimming,0,0,0,1
2000,KAZ,F,Synchronized Swimming,0,0,0,2
2004,KAZ,F,Synchronized Swimming,0,0,0,2
2008,KAZ,F,Synchronized Swimming,0,0,0,2
2012,KAZ,F,Synchronized Swimming,0,0,0,2
2016,KAZ,F,Synchronized Swimming,0,0,0,2
2020,KAZ,F,Synchronized Swimming,0,0,0,2
2008,KAZ,F,Table Tennis,0,0,0,1
2020,KAZ,F,Table Tennis,0,0,0,1
2008,KAZ,F,Taekwondo,0,0,0,1
2012,KAZ,F,Taekwondo,0,0,0,2
2016,KAZ,F,Taekwondo,0,0,0,2
2020,KAZ,F,Taekwondo,0,0,0,1
2012,KAZ,F,Tennis,0,0,0,2
2016,KAZ,F,Tennis,0,0,0,2
2020,KAZ,F,Tennis,0,0,0,4
2024,KAZ,F,Tennis,0,0,0,1
2004,KAZ,F,Triathlon,0,0,0,1
2024,KAZ,F,Triathlon,0,0,0,1
2008,KAZ,F,Volleyball,0,0,0,12
2000,KAZ,F,Water Polo,0,0,0,13
2004,KAZ,F,Water Polo,0,0,0,11
2000,KAZ,F,Weightlifting,0,0,0,1
2004,KAZ,F,Weightlifting,0,0,0,1
2008,KAZ,F,Weightlifting,1,0,2,3
2012,KAZ,F,Weightlifting,0,3,0,4
2016,KAZ,F,Weightlifting,1,0,1,3
2020,KAZ,F,Weightlifting,1,0,0,1
2008,KAZ,F,Wrestling,1,0,0,4
2012,KAZ,F,Wrestling,1,0,0,3
2016,KAZ,F,Wrestling,2,0,1,4
2020,KAZ,F,Wrestling,0,0,0,3
1996,KAZ,M,Archery,0,0,0,3
2000,KAZ,M,Archery,0,0,0,3
2004,KAZ,M,Archery,0,0,0,1
2012,KAZ,M,Archery,0,0,0,1
2016,KAZ,M,Archery,0,0,0,1
2020,KAZ,M,Archery,0,0,0,3
2024,KAZ,M,Archery,0,0,0,3
1996,KAZ,M,Athletics,0,0,0,7
2000,KAZ,M,Athletics,0,0,0,9
2004,KAZ,M,Athletics,1,0,0,9
2008,KAZ,M,Athletics,0,0,0,7
2012,KAZ,M,Athletics,0,0,0,10
2016,KAZ,M,Athletics,0,0,0,6
2020,KAZ,M,Athletics,0,0,0,2
2024,KAZ,M,Athletics,0,0,0,1
2024,KAZ,M,Badminton,0,0,0,1
1996,KAZ,M,Boxing,2,1,1,8
2000,KAZ,M,Boxing,0,2,2,7
2004,KAZ,M,Boxing,1,1,1,8
2008,KAZ,M,Boxing,1,1,0,10
2012,KAZ,M,Boxing,1,1,1,9
2016,KAZ,M,Boxing,1,1,2,10
2020,KAZ,M,Boxing,2,0,0,8
2024,KAZ,M,Boxing,0,0,1,7
2024,KAZ,M,Breaking,0,0,0,1
1996,KAZ,M,Canoeing,0,0,0,8
2000,KAZ,M,Canoeing,0,0,0,4
2004,KAZ,M,Canoeing,0,0,0,1
2008,KAZ,M,Canoeing,0,0,0,6
2012,KAZ,M,Canoeing,0,0,0,4
2016,KAZ,M,Canoeing,0,0,0,7
2020,KAZ,M,Canoeing,0,0,0,3
2024,KAZ,M,Canoeing,0,0,0,4
1996,KAZ,M,Cycling,0,0,0,6
2000,KAZ,M,Cycling,0,0,1,7
2004,KAZ,M,Cycling,0,0,0,8
2008,KAZ,M,Cycling,0,0,0,2
2012,KAZ,M,Cycling,0,1,0,2
2016,KAZ,M,Cycling,0,0,0,3
2020,KAZ,M,Cycling,0,0,0,5
2024,KAZ,M,Cycling,0,0,0,3
1996,KAZ,M,Diving,0,0,0,2
2000,KAZ,M,Diving,0,0,0,3
1996,KAZ,M,Fencing,0,0,0,1
2000,KAZ,M,Fencing,0,0,0,3
2012,KAZ,M,Fencing,0,0,0,2
2016,KAZ,M,Fencing,0,0,0,1
2020,KAZ,M,Fencing,0,0,0,1
2024,KAZ,M,Fencing,0,0,0,4
1996,KAZ,M,Gymnastics,0,0,0,2
2000,KAZ,M,Gymnastics,0,0,0,1
2004,KAZ,M,Gymnastics,0,0,0,1
2012,KAZ,M,Gymnastics,0,0,0,1
2016,KAZ,M,Gymnastics,0,0,0,1
2020,KAZ,M,Gymnastics,0,0,0,1
2024,KAZ,M,Gymnastics,0,0,1,3
1996,KAZ,M,Judo,0,0,0,6
2000,KAZ,M,Judo,0,0,0,7
2004,KAZ,M,Judo,0,0,0,5
2008,KAZ,M,Judo,0,0,1,4
2012,KAZ,M,Judo,0,0,0,7
2016,KAZ,M,Judo,0,0,1,4
2020,KAZ,M,Judo,1,0,0,5
2024,KAZ,M,Judo,1,1,0,5
2020,KAZ,M,Karate,1,0,0,3
1996,KAZ,M,Modern Pentathlon,0,1,0,2
2012,KAZ,M,Modern Pentathlon,0,0,0,2
2016,KAZ,M,Modern Pentathlon,0,0,0,1
2020,KAZ,M,Modern Pentathlon,0,0,0,1
2024,KAZ,M,Modern Pentathlon,0,0,0,1
2000,KAZ,M,Rowing,0,0,0,1
2012,KAZ,M,Rowing,0,0,0,1
2016,KAZ,M,Rowing,0,0,0,1
2020,KAZ,M,Rowing,0,0,0,1
2024,KAZ,M,Rowing,0,0,0,1
1996,KAZ,M,Shooting,1,0,2,3
2000,KAZ,M,Shooting,0,0,0,3
2004,KAZ,M,Shooting,0,0,0,2
2008,KAZ,M,Shooting,0,0,0,3
2012,KAZ,M,Shooting,0,0,0,1
2016,KAZ,M,Shooting,0,0,0,3
2020,KAZ,M,Shooting,0,0,0,1
2024,KAZ,M,Shooting,0,0,0,4
2020,KAZ,M,Sport Climbing,0,0,0,1
2024,KAZ,M,Sport Climbing,0,0,0,1
1996,KAZ,M,Swimming,0,0,0,6
2000,KAZ,M,Swimming,0,0,0,7
2004,KAZ,M,Swimming,0,0,0,7
2008,KAZ,M,Swimming,0,0,0,9
2012,KAZ,M,Swimming,0,0,0,3
2016,KAZ,M,Swimming,0,1,0,2
2020,KAZ,M,Swimming,0,0,0,2
2024,KAZ,M,Swimming,0,0,0,1
2016,KAZ,M,Table Tennis,0,0,0,1
2020,KAZ,M,Table Tennis,0,0,0,1
2024,KAZ,M,Table Tennis,0,0,0,1
2004,KAZ,M,Taekwondo,0,0,0,1
2008,KAZ,M,Taekwondo,1,0,0,1
2012,KAZ,M,Taekwondo,0,0,0,1
2016,KAZ,M,Taekwondo,0,0,0,1
2020,KAZ,M,Taekwondo,0,0,0,1
2024,KAZ,M,Taekwondo,0,0,0,2
2012,KAZ,M,Tennis,0,0,0,1
2020,KAZ,M,Tennis,0,0,0,3
2024,KAZ,M,Tennis,0,0,0,3
2000,KAZ,M,Triathlon,0,0,0,2
2004,KAZ,M,Triathlon,0,0,0,2
2008,KAZ,M,Triathlon,0,0,0,1
2000,KAZ,M,Water Polo,0,0,0,13
2004,KAZ,M,Water Polo,0,0,0,12
2012,KAZ,M,Water Polo,0,0,0,12
2020,KAZ,M,Water Polo,0,0,0,13
1996,KAZ,M,Weightlifting,0,0,1,7
2000,KAZ,M,Weightlifting,0,0,0,5
2004,KAZ,M,Weightlifting,0,0,1,2
2008,KAZ,M,Weightlifting,0,1,0,5
2012,KAZ,M,Weightlifting,0,1,0,4
2016,KAZ,M,Weightlifting,3,1,0,5
2020,KAZ,M,Weightlifting,1,0,0,1
1996,KAZ,M,Wrestling,1,1,0,11
2000,KAZ,M,Wrestling,0,0,1,11
2004,KAZ,M,Wrestling,1,0,2,12
2008,KAZ,M,Wrestling,3,0,1,12
2012,KAZ,M,Wrestling,2,0,0,12
2016,KAZ,M,Wrestling,0,0,0,8
2020,KAZ,M,Wrestling,1,0,0,8
2024,KAZ,M,Wrestling,0,0,1,8
1996,KEN,F,Archery,0,0,0,1
2016,KEN,F,Archery,0,0,0,1
1968,KEN,F,Athletics,0,0,0,3
1972,KEN,F,Athletics,0,0,0,2
1984,KEN,F,Athletics,0,0,0,5
1988,KEN,F,Athletics,0,0,0,4
1992,KEN,F,Athletics,0,0,0,9
1996,KEN,F,Athletics,0,0,1,9
2000,KEN,F,Athletics,1,0,0,9
2004,KEN,F,Athletics,0,0,2,11
2008,KEN,F,Athletics,1,2,3,17
2012,KEN,F,Athletics,1,0,3,18
2016,KEN,F,Athletics,1,3,3,19
2020,KEN,F,Athletics,1,2,2,18
2024,KEN,F,Athletics,3,3,1,18
2012,KEN,F,Boxing,0,0,0,1
2020,KEN,F,Boxing,0,0,0,2
2024,KEN,F,Fencing,0,0,0,1
2024,KEN,F,Judo,0,0,0,1
2016,KEN,F,Rugby,0,0,0,12
2020,KEN,F,Rugby,0,0,0,13
1956,KEN,F,Swimming,0,0,0,1
2000,KEN,F,Swimming,0,0,0,1
2004,KEN,F,Swimming,0,0,0,1
2016,KEN,F,Swimming,0,0,0,1
2020,KEN,F,Swimming,0,0,0,1
2024,KEN,F,Swimming,0,0,0,1
2008,KEN,F,Taekwondo,0,0,0,1
2020,KEN,F,Taekwondo,0,0,0,1
2000,KEN,F,Volleyball,0,0,0,12
2004,KEN,F,Volleyball,0,0,0,12
2020,KEN,F,Volleyball,0,0,0,14
2024,KEN,F,Volleyball,0,0,0,13
2012,KEN,F,Weightlifting,0,0,0,1
1996,KEN,M,Archery,0,0,0,1
2000,KEN,M,Archery,0,0,0,1
1956,KEN,M,Athletics,0,0,0,8
1960,KEN,M,Athletics,0,0,0,5
1964,KEN,M,Athletics,1,0,0,11
